brand,model,price,weight,core_thickness_mm,grip_length,rpm,shape,face_material,core_material,swing_weight,twist_weight,year
PIKKL,Vantage Pro 16mm,139,278,5.35,16,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,120,6.75,
Pro Kennex,Black Ace LG 14mm,280,509,5.9,14,4,Elongated,Raw carbon fiber,Polymer Honeycomb,106,5.34,
Pro Kennex,Black Ace 14mm,280,508,5.3,14,4,Wide body,Raw carbon fiber,Polymer Honeycomb,100,6.33,
Pro Kennex,Black Ace 16mm,280,507,5.3,16,4,Wide body,Raw carbon fiber,Polymer Honeycomb,105,6.22,
Pro Kennex,Black Ace XF 14mm,280,506,5.1,14,4,Elongated,Raw carbon fiber,Polymer Honeycomb,102,5.29,
Pro Kennex,Black Ace LG Daniel de la Rosa,249.99,352,5.8,10,4.0,Elongated,Raw carbon fiber,Polymer Honeycomb,107,5.42,
Pro Kennex,Black Ace Pro,249.99,134,5.3,10,4.0,Standard,Raw carbon fiber,Polymer Honeycomb,100,6.25,
Pro Kennex,Black Ace Pro Ovation,249.99,133,5.4,10,4.0,Standard,Raw carbon fiber,Polymer Honeycomb,101,5.92,
Pro Kennex,Pro Speed II,169.95,70,"4.875""",11mm,4.0,Wide body,"Carbon Fiber,Fiberglass",Polymer Honeycomb,,,
Pro Kennex,Pro Flight,189.95,62,"4.875""",11mm,4.0,Wide body,Carbon Fiber,Polymer Honeycomb,89,5.36,
ProDrive,Maverick,265,505,5.5,16,4.125,Hybrid,"Raw carbon fiber,Kevlar","Polymer Honeycomb,Nomex",114,5.76,
ProDrive,Encounter,219,290,5.5,16,4.25,Elongated,Raw carbon fiber,"Polymer Honeycomb,Nomex",116,5.45,
ProDrive,Ghost,189,219,5.5,16,4.125,Elongated,Raw carbon fiber,Nomex,114,6.59,
ProDrive,Drive Carbon,199,218,5,19,4.25,Elongated,Raw carbon fiber,"Polymer Honeycomb,kevlar",132,7.56,
ProDrive,Drive,199,111,5.0”,19mm,4.125,Elongated,Carbon Fiber,"Polymer Honeycomb,kevlar",130,7.26,
Professor,PhD,99.99,298,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,119,5.95,
Proton,Series 1 Type A Square 11mm,280,373,5.25,11,4.25,Standard,Carbon Fiber,Polymer Honeycomb,118,6.95,
ProXR,Signature 16mm 2024,209.99,405,6,16,4.0,Elongated,Raw carbon fiber,Polymer Honeycomb,121,6.1,
ProXR,Zane Signature Carbon 13mm 2024,209.99,404,6,13,4.0,Elongated,Raw carbon fiber,Polymer Honeycomb,116,5.6,
ProXR,The Standard 16mm 2024,209.99,403,5.25,16,4.0,Standard,Raw carbon fiber,Polymer Honeycomb,116,7.4,
ProXR,The Standard 13mm 2024,209.99,402,5.25,13,4.0,Standard,Raw carbon fiber,Polymer Honeycomb,115,7,
Reload,RLD 1-16,200,416,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,122,6.2,
Rokne,Aeroblade,299.99,324,5.5,16,4.25,Elongated,3k carbon fiber,Polymer Honeycomb,133,5.71,
Rokne,Curve Classic,89.99,66,"5.50""",13mm,4.25,Elongated,Fiberglass,Polymer Honeycomb,123,,
Rokne, X,179.99,25,"5.25""",16mm,4.25,Elongated,Carbon Fiber,Polymer Honeycomb,109,,
Ronbus,Quanta R1,119.99,639,5.5,16,4.25,Elongated,Raw carbon fiber,EPP Foam,107.34,5.52,
Ronbus,Quanta R3,119.99,638,5.5,16,4.25,Elongated,Raw carbon fiber,EPP Foam,111.27,5.52,
Ronbus,Quanta R2,119.99,637,5.5,16,4.25,Wide body,Raw carbon fiber,EPP Foam,101.64,6.16,
Ronbus,Quanta R4,119.99,636,5.5,16,4.25,Hybrid,Raw carbon fiber,EPP Foam,105.48,5.76,
Ronbus,Quanta R5,119.99,634,5.5,16,4.25,Wide body,Raw carbon fiber,EPP Foam,103.62,6.13,
Ronbus,Ripple v2 R5,280,620,4.125,14,5.5,Wide body,Raw carbon fiber,Carbon Fiber,113.2,6.12,
Ronbus,Ripple R2.14 v2,279.99,588,5.5,14,4.125,Standard,Raw carbon fiber,EVA Foam,118,6.53,
Ronbus,Ripple R1.14 v2,279.99,587,5.5,14,4.125,Elongated,Raw carbon fiber,EVA Foam,126,5.66,
Ronbus,Ripple R4.14 v2,279.99,586,5.5,14,4.125,Hybrid,Raw carbon fiber,EVA Foam,117,5.73,
Ronbus,Ripple R1.14 beta,260,481,5.5,14,4.125,Elongated,Raw carbon fiber,"EVA Foam,Carbon Fiber",114,5.52,
Ronbus,Pulsar FX3,180,386,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,123,6.29,
Ronbus,Pulsar FX2,180,385,5.5,16,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,112,7.05,
Ronbus,Pulsar FX1,180,384,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.29,
Ronbus,Nova.R3,180,280,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,121,6.08,
Ronbus,Nova.R1,180,262,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,114,5.81,
Ronbus,R1 Pulsar (5.5” handle),169.99,221,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.22,
Ronbus,R3 Pulsar,169.99,188,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,124,6.39,
Ronbus,R1 Pulsar (5.25” handle),169.99,187,5.25,16,4.125,Hybrid,Raw carbon fiber,Polymer Honeycomb,113,6.19,
Ronbus,R1.16,120,149,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.19,
Selkirk,Boomstik elongated,333,627,5.8,16,4.25,Elongated,Infinigrit,EPP Foam,118.15,6.91,
Selkirk,Boomstik widebody,333,626,5.5,16,4.25,Wide body,Infinigrit,EPP Foam,113,8.21,
Selkirk,Boomstik elongated,333,625,5.8,16,4.25,Elongated,Infinigrit,EPP Foam,118.15,6.91,
Selkirk,Vanguard Invikta Control Lightweight,199.99,349,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,104,5.3,
Selkirk,Vanguard Invikta Control Midweight,199.99,348,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,114,5.81,
Selkirk,Vanguard Epic Control,199.99,347,5.3,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,110,6.21,
Selkirk,Vanguard S2 Control,199.99,346,4.7,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,105,6.98,
Selkirk,Luxx Control Air S2,249.99,289,4.5,20,4.25,Standard,Carbon Fiber,Polymer Honeycomb,109,7.11,
Selkirk,Luxx Contral Air Epic,249.99,288,5.25,20,4.25,Standard,Carbon Fiber,Polymer Honeycomb,113,6.33,
Selkirk,Luxx Control Air Invikta,249.99,274,5.35,20,4.25,Elongated,Carbon Fiber,Polymer Honeycomb,114,5.83,
Selkirk,Vanguard Power Air Invikta,249.99,74,"5.25""",13mm,4.25,Elongated,"Carbon Fiber,Fiberglass",Polymer Honeycomb,112,5.58,
Selkirk Labs,Project 008 Invikta 16mm,288,589,5.5,16,4.25,Elongated,Raw carbon fiber,EPP Foam,111,5.66,
Selkirk Labs,Project 008 Invikta 10mm,288,530,5.5,10,4.25,Elongated,Raw carbon fiber,foam,109,5.18,
Selkirk Labs,Project 008 Epic 13mm,288,529,5.3,13,4.25,Wide body,Raw carbon fiber,foam,103,5.33,
Selkirk Labs,Project 008 Invikta 13mm,288,528,5.5,13,4.25,Elongated,Raw carbon fiber,foam,107,5.86,
Selkirk Labs,Project 008 Tour 13mm,288,527,6,13,4.25,Elongated,Raw carbon fiber,foam,114,5.33,
Selkirk Labs,Project 008 Tour 16mm,288,526,6,16,4.25,Elongated,Raw carbon fiber,foam,116,5.5,
Selkirk Labs,Project 007 Epic 14mm,333,466,5.25,14,4.25,Standard,"Carbon Fiber,(Paint Grit)",Polymer Honeycomb,111,6.32,
Selkirk Labs,Project 007 Invikta 10mm,333,465,5.5,10,4.25,Elongated,"Carbon Fiber,(Paint Grit)",Polymer Honeycomb,107,5.21,
Selkirk Labs,Project 007 Invikta 14mm,333,464,5.5,14,4.25,Elongated,"Carbon Fiber,(Paint Grit)",Polymer Honeycomb,122,6.08,
Selkirk Labs,Project 005 Epic,222,196,5.25,16,4.25,Standard,Fiberglass,Polymer Honeycomb,107,6.67,
Selkirk Labs,Project 005 Invikta,222,195,5.25,16,4.25,Elongated,Fiberglass,Polymer Honeycomb,120,6.13,
Selkirk Labs,Project 006 Tour,333,194,5.75,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,5.89,
Selkirk Labs,Project 003 Invikta,333,114,5.50”,20mm,4.25,Elongated,Carbon Fiber,Polymer Honeycomb,105,5.44,
Selkirk Labs,Project 001 Epic,333,94,"5.25""",13mm,4.0,Standard,Carbon Fiber,Polymer Honeycomb,103.0,,
Selkirk Labs,Project 001 Invikta,333,86,"5.25""",13mm,4.0,Standard,Carbon Fiber,Polymer Honeycomb,,,
Selkirk Labs,Project 002 Invikta,333,84,"5.25""",13mm,4.25,Elongated,"Carbon Fiber,Fiberglass",Polymer Honeycomb,113.0,,
Selkirk Labs,Project 003 Epic,333,82,"5.25""",20mm,4.25,Standard,Carbon Fiber,Polymer Honeycomb,98,,
SixZero,Coral hybrid,200,664,5.5,16,4.25,Hybrid,Raw carbon fiber,Full foam,112.05,6.37,
SixZero,Black Opal,250,663,5.5,14,4.25,Hybrid,Raw carbon fiber,Full foam,113.4,6.07,
SixZero,Coral widebody,200,662,5.5,16,4.25,Wide body,Raw carbon fiber,Full foam,108.3,7.13,
SixZero,Coral elongated,200,661,5.75,16,4.25,Elongated,Raw carbon fiber,Full foam,113.47,5.77,
SixZero,Quartz,99.99,412,5,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,108,6.67,
SixZero,Ruby 14mm,199,406,5.5,14,4.25,Hybrid,Kevlar,Polymer Honeycomb,116,6.59,
SixZero,Triple Black Diamond,220,390,6,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,125,6.11,
SixZero,Black Diamond Infinity,220,337,5.5,16,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,108,5.67,
SixZero,Ruby 16mm,199,304,5.5,16,4.25,Hybrid,Kevlar,Polymer Honeycomb,117,6.68,
